,MAPE,MASE,RMSE,SMAPE,MAE,sharp_ratio,Directional Accuracy
lstm,1.681959530243949,1.7282557499060849,0.07500119532062692,1.6987941070934531,0.05606894179363033,0.18878158381620538,67.89473684210526
