,MAPE,MASE,RMSE,SMAPE,MAE,sharp_ratio,Directional Accuracy
gru,2.5194540548463307,2.6029905851951716,0.10386774314433589,2.5635520506314737,0.08425753775456545,0.4110691183660507,69.47368421052632
