,MAPE,MASE,RMSE,SMAPE,MAE,sharp_ratio,Directional Accuracy
resnls,1.7712633143393324,1.4714017610573302,0.07691748512471508,1.7915257074142246,0.0590093564415598,0.2288923038313096,70.52631578947368
